--------- beginning of kernel
03-17 11:27:43.998     0     0 I logd    : logdr: UID=2000 GID=2000 PID=13307 b tail=0 logMask=10099 pid=0 start=0ns deadline=0ns
03-17 11:27:45.431     0     0 W healthd : battery l=10 v=3681 t=27.0 h=2 st=3 c=-253058 fc=4936000 cc=1 chg=a
--------- beginning of system
03-17 11:27:47.618  1415  1506 W ProcessStats: Tracking association SourceState{6d84825 com.oculus.ocms/10031 ImpFg #62399} whose proc state 5 is better than process ProcessState{6476daf com.oculus.quickplayservice/1000 pkg=com.oculus.quickplayservice} proc state 14 (0 skipped)
03-17 11:27:47.623  3429 13317 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1899 android.content.ContextWrapper.startService:825 android.content.ContextWrapper.startService:825 com.oculus.appsafety.PackageVerificationReceiver.handlePackageNeedsVerification:427 com.oculus.appsafety.PackageVerificationReceiver.lambda$onReceive$1:106 
03-17 11:27:47.625  1415  1559 W RuleEvaluation: Integrity rule files are not available.
03-17 11:27:47.625  1415  1506 I PackageManager: Integrity check passed for file:///data/app/vmdl843116139.tmp
03-17 11:27:47.628  3429 13317 W PackageParser: Unknown element under <manifest>: uses-horizonos-sdk at /data/app/vmdl843116139.tmp/base.apk Binary XML file line #44
03-17 11:27:47.629  3429 13317 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1988 android.content.ContextWrapper.bindService:861 oculus.internal.binder.BinderServiceClient.<init>:39 com.oculus.os.DeviceAuth$DeviceAuthServiceClient.<init>:184 com.oculus.os.DeviceAuth.fetchToken:77 
03-17 11:27:47.638  3429 13317 W PackageParser: Unknown element under <manifest>: uses-horizonos-sdk at /data/app/vmdl843116139.tmp/base.apk Binary XML file line #44
03-17 11:27:55.440     0     0 W healthd : battery l=10 v=3680 t=27.0 h=2 st=3 c=-233282 fc=4936000 cc=1 chg=a
03-17 11:27:57.622  1415  1529 W ProcessStats: Tracking association SourceState{6d84825 com.oculus.ocms/10031 ImpFg #62419} whose proc state 5 is better than process ProcessState{6476daf com.oculus.quickplayservice/1000 pkg=com.oculus.quickplayservice} proc state 14 (0 skipped)
03-17 11:27:58.517  1415  1506 I PackageManager: Continuing with installation of file:///data/app/vmdl843116139.tmp
03-17 11:27:58.569  1415  1481 I ActivityManager: Force stopping com.UnityTechnologies.com.unity.template.urpblank appid=10053 user=-1: installPackageLI
03-17 11:27:58.569  1415  1506 I PackageManager: Update package com.UnityTechnologies.com.unity.template.urpblank code path from /data/app/~~At5rwDber7Sam7LMYVkmjw==/com.UnityTechnologies.com.unity.template.urpblank-a345pSFv0lPQqvA8p6d2Aw== to /data/app/~~bMRJGGj3690J36WEp9JCwg==/com.UnityTechnologies.com.unity.template.urpblank-P6-lLjBx8IMG9XB2YquEqA==; Retain data and using new
03-17 11:27:58.570  1415  1481 I ActivityManager: Killing 12437:com.UnityTechnologies.com.unity.template.urpblank/u0a53 (adj 0): stop com.UnityTechnologies.com.unity.template.urpblank due to installPackageLI
03-17 11:27:58.570  1415  1472 D DisplayManagerService: Drop pending events for gone uid 10053
03-17 11:27:58.571  1415  1481 W ActivityTaskManager: Force removing ActivityRecord{c453da3 u0 com.UnityTechnologies.com.unity.template.urpblank/com.unity3d.player.UnityPlayerGameActivity t125 f}}: app died, no saved state
03-17 11:27:58.572  1415  1506 I PermissionManager: Permission ownership changed. Updating all permissions.
03-17 11:27:58.573  1415  1506 W PermissionManager: Package com.android.adservices.api is an APK in APEX, but has permission allowlist on the system image. Please bundle the allowlist in the com.android.adservices APEX instead.
03-17 11:27:58.574  1415  1415 I VolumetricTaskOrganizer: onTaskActivitiesDisappeared: taskId = 3, userId = 0, taskInfo = TaskInfo{userId=0 taskId=3 displayId=0 isRunning=false baseIntent=Intent {  } baseActivity=null topActivity=null origActivity=null realActivity=null numActivities=0 numActivitiesPerUser={} lastActiveTime=14826 supportsMultiWindow=true resizeMode=2 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=1 token=WCT{RemoteToken{201e6ce Task{e017799 #3 type=standard}}} topActivityType=0 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=null launchCookies=[] telemetryLaunchIds=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=true topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}
03-17 11:27:58.575  1415  1415 I VolumetricWindowManagerServiceBase: removeVolumetricWindow done: userId = 0rootTaskId = 3, VW = VolumetricWindowInfo { volumetricWindowToken = VolumetricWindowToken { scope = 1, token = horizonos.view.VolumetricWindowToken$InternalVolumetricToken@d66bd79, persistableToken = 852be125-1576-45a4-a4f4-8e62798ebf25 }, type = 2, bounds = Extent3f { width = 0.15874992, height = 0.07937496, depth = 0.0 }, pose = Pose { orientation = Vector4f { x = 0.0, y = 0.0, z = 0.0, w = 1.0 }, position = Vector3f { x = 0.0, y = 0.0, z = 0.0 } }, windowSize2d = Extent2i { width = 1000, height = 500 }, densityDpi = 200, windowSpaceToken = SpaceToken { binderToken = horizonos.view.SpaceToken$InternalSpaceToken@98c971f, persistableToken = 6cae4280-1547-4003-a267-9ccc6a9dd0fc }, visible = true, active = true, drawn = true, persistable = false, singlePassCompositionEnabled = false, depthTestEnabled = false, inView = false, windowFlags = 0, priorityHintInfo = PriorityHintInfo { windowPpd = 0.0, viewAngleSine = -1.0, visiblePercent = 1.0, distanceFromUser = 0.0, attentionZone = 0 }, taskInfo = null, presentation = VolumetricWindowPresentationInfo { controlBar = null }, layoutParams = null, children = [], shape = 1, cylinderInfo = null }
03-17 11:27:58.575  1415  1415 I VolumetricWindow: Releasing volumetric window, WindowContainerToken: 201e6ce, persistable token: 852be125-1576-45a4-a4f4-8e62798ebf25
03-17 11:27:58.575  1415  1415 I DisplayDeviceRepository: Display device removed: DisplayDeviceInfo{"MirrorRoot for 852be125-1576-45a4-a4f4-8e62798ebf25": uniqueId="virtual:android,1000,MirrorRoot for 852be125-1576-45a4-a4f4-8e62798ebf25,0", 1000 x 500, modeId 174, renderFrameRate 60.0, defaultModeId 174, supportedModes [{id=174, width=1000, height=500, fps=60.0, alternativeRefreshRates=[], supportedHdrTypes=[]}], colorMode 0, supportedColorModes [0], hdrCapabilities null, allmSupported false, gameContentTypeSupported false, density 200, 200.0 x 200.0 dpi, appVsyncOff 0, presDeadline 16666666, touch NONE, rotation 0, type VIRTUAL, deviceProductInfo null, state OFF, committedState UNKNOWN, owner android (uid 1000), frameRateOverride , brightnessMinimum 0.0, brightnessMaximum 0.0, brightnessDefault 0.0, hdrSdrRatio NaN, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS, FLAG_OWN_CONTENT_ONLY, FLAG_DESTROY_CONTENT_ON_REMOVAL, installOrientation 0, displayShape DisplayShape{ spec=-1856918115 displayWidth=1000 displayHeight=500 physicalPixelDisplaySizeRatio=1.0 rotation=0 offsetX=0 offsetY=0 scale=1.0}}
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.SET_THREAD_POLICY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.ACCESS_CAMERA_DATA cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.CREATE_SURFACE cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.ALLOW_UID_HIGH_PRIORITY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.ALLOW_TID_MAXIMUM_PRIORITY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.ACCESS_BACKGROUND_HEAD_TRACKING cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.ACCESS_BACKGROUND_INPUT_TRACKING cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission android.permission.UPDATE_APP_OPS_STATS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.READ_ONLINE_CALIBRATION cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.READ_VOLUMETRIC_WINDOW_TRACKING_ACCESS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.MONITOR_VOLUMETRIC_WINDOW cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission android.permission.REAL_GET_TASKS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.SECURE_TRACKING_SERVICE cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission android.permission.INTERACT_ACROSS_USERS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission android.permission.MANAGE_USERS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.INTERACT_ACROSS_USERS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission android.permission.SET_ACTIVITY_WATCHER cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1506 W PermissionManager: Permission com.oculus.permission.TRACKING_FIDELITY_INTERNAL_API cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.575  1415  1415 I LogicalDisplayMapper: Removing display: 75
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.SET_THREAD_POLICY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.ALLOW_UID_HIGH_PRIORITY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.ALLOW_TID_MAXIMUM_PRIORITY cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.MONITOR_VOLUMETRIC_WINDOW cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.TRACKING_FIDELITY_INTERNAL_API cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.READ_VOLUMETRIC_WINDOW_TRACKING_ACCESS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.ACCESS_BACKGROUND_HEAD_TRACKING cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.ACCESS_BACKGROUND_INPUT_TRACKING cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.READ_ONLINE_CALIBRATION cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
03-17 11:27:58.576  1415  1506 W PermissionManager: Permission horizonos.permission.INTERACT_ACROSS_USERS cannot be granted to privileged vendor apk com.oculus.systemdriver because it isn't a 'vendorPrivileged' permission.
